,Job Title,Job Location,Date,Link,Job Attributes,Job Description
112,Research Assistant,"Boston, MA",Feb  3,https://boston.craigslist.org/gbs/npo/d/boston-research-assistant/7068249251.html,"
compensation: Pay rate for this position is $18.00 and mileage reimbursed is $.53.5 per mile.

employment type: part-time

","

QR Code Link to This Post


Researchers from the Harvard Graduate School of Education (Catherine Snow and Nonie Lesaux, Co-Investigators) are conducting a project in partnership with MDRC, the University of Michigan and the Boston Public Schools. The project, called ExCEL (Expanding Children’s Early Learning), is designed to identify policies, classroom-level factors, and school experiences that are associated with children's school success during preschool and early elementary school grades. This project is funded by the Institute of Education Sciences.

The research team is seeking Research Assistants for a 14 hours/week temporary position conducting recruitment and data collection in partner schools across the Boston Public School district.  The research assistant responsibilities include:
•	Recruiting teachers and students to participate in the study; meeting with parents and school staff to explain the study, research activities, and consent form; picking up signed consent forms from schools.
•	Conducting video classroom observations (travel to Boston Schools required)
•	Administering student assessments (travel to Boston Public Schools required)
•	Assisting in the collection of teacher and family questionnaires
•	Promoting relationship between project and teachers and other stakeholders 
•	Communicating with HGSE-based project staff on a regular basis to report progress and solve any problems or issues
•	Attend weekly meetings to go over progress and strategize next steps
•	Carrying out clerical tasks related to data collection
•	Recruiting parents to participate in the study; meeting with parents and school staff to explain the study, research activities, and consent form; picking up signed consent forms from schools.

Basic Qualifications
•	Experience working directly with educators and children in schools
•	Access to reliable transportation to reach assigned sites, either through personal vehicle or public transportation
•	Pass certification requirements set forth by the project managers
•	Be available to work during school hours from February through June
•	Flexibility to work some evenings and early mornings as needed 
•	Complete CORI background check required by BPS to work in schools
•	Strong verbal, written, and interpersonal communication skills
•	Motivated, detail-oriented self-starter
•	Ability to work independently and as part of a team. 
•	Spanish proficiency 

Additional Qualifications
•	BA preferred. 
•	Some knowledge and experience in child development and education
•	Grasp of the complexities of working in school settings
•	Some experience with research projects that involve student and/or classroom assessments preferred
•	Valid driver’s license preferred
Training
Field staff applying for Winter will be trained in a timely manner after their start date. Field staff for Winter are required to attend a weeklong on-site training in Cambridge during in early September. Full attendance at training is mandatory. Trainees must successfully complete training and subsequent certification to continue employment on the project. Pay rate for this position is $18.00 and mileage reimbursed is $.53.5 per mile.
To apply, send a resume and cover letter (please note [Your Last Name] ExCEL Research Assistant Winter 2020 OLOS Team in e-mail subject line).
"
113,✸Entry Level Organizing with Environment Massachusetts✸Earn of $13-18,Boston,Feb  3,https://boston.craigslist.org/gbs/npo/d/boston-entry-level-organizing-with/7068178734.html,"
compensation: $500-800/wk

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post











"
114,Bindery/Collating Finishing Support,Fenway,Feb  3,https://boston.craigslist.org/gbs/npo/d/boston-bindery-collating-finishing/7068175143.html,"
compensation: $15-16/hr

employment type: full-time

non-profit organization

","

QR Code Link to This Post


National Braille Press is looking for a reliable and energetic individual to work in the production finishing department. Responsibilities include the collation, binding, and packaging of customized braille material, text reading and other minor administrative tasks. This is a full-time position in a demanding and fast-paced production environment.

Major Areas of Responsibility include but are not limited to:

    -Perform collation, folding, binding, and packaging for braille products.
    -Safely operate bindery, pressing, or collating equipment as required by production schedule, including embossers, thermoform machines, saddle stitchers, Heidelberg presses, industrial cutter, riveter, electric and manual pallet jacks, etc.
    -Monitor braille properties, including stock quality and product quality within the finishing department.
    -Perform essential text reading for proofreading department as needed to meet deadlines for sensitive projects.
    -Assist in the receipt, storage, inventory, and recycling of raw goods.

Minimum Job Requirements:

    -Excellent command of the English language: ability to read, write, and communicate effectively with coworkers.
    -The ability to lift 30 pound boxes to a height of 3-4 feet and load them into trucks.
   - Basic knowledge of PC and Microsoft Word/Excel is required.

Please submit a cover letter and resume.

Who we are: National Braille Press supports a lifetime of opportunity for blind children through braille literacy, and provides access to information that empowers blind people to actively engage in work, family, and community affairs.

A non-profit braille publisher, National Braille Press promotes literacy for blind children through outreach programs and provides access to information by producing information in braille for blind children and adults. National Braille Press is the premier braille publisher in the US specializing in producing original braille works written by blind authors expressly for blind people.    "
115,Counselor - Homeless Services - 112 Southampton Street Shelter BPHC,"Boston, MA",Feb  3,https://boston.craigslist.org/gbs/npo/d/boston-counselor-homeless-services/7068169832.html,"
compensation: 20.27 per hour

employment type: full-time

","

QR Code Link to This Post


To apply online please go to http://www.bphc.org/careers and search for requisition number: 1129.
Counselor - Homeless Services - 112 Southampton Street Shelter

Homeless Services
Full-time
Long Island-LOC11
Posting Date
Jan 17, 2020
Requisition Number
1129
Number of Openings
1

Job Description
Ensures overall safety of guests and shelter/program environment. Performs rounds throughout the unit. Searches clients for contraband upon arrival in
unit.
Intervenes to de-escalate conflict situations, anticipating potential conflict situations and intervening prior to crisis.
Conducts informal counseling sessions to assess needs and make appropriate referrals to internal and external programs. Develops positive
professional relationships with guests to facilitate care.
Maintains stable environment by ensuring resident compliance with program rules and individual service plans. Performs urinalysis screening if
necessary.
Assists in overseeing and facilitation of support group meetings, NA/AA meetings, life skills and other training for residents. Trains and assists
guests with daily living tasks as needed.
Monitors and serves meals, coordinates food and other supplies, and supervises clean up after meals. Monitors and distributes linen and clothing
supplies for guests.
Attends required meetings and training sessions.
Provides phone coverage as necessary.
Transports clients via program van.
Performs various administrative tasks such as maintaining accurate records, recording log notes and data entry.
Performs other duties as required.

Minimum Qualifications
Associate of Science Degree OR High School Diploma / GED and 1 year of related experience.
Experience working with addicted and mentally ill populations preferred.
Experience working with diverse ethnic, racial and low income populations required.
Able to follow directions and work harmoniously with staff and guests.
Computer literacy preferred. Strong written and verbal skills required.
Bi-Lingual/Spanish speaking preferred
Valid MA driver's license and good driving record required
Additional Information
City of Boston Residency Required, A Criminal Offenders Records Information request must be completed for this position. However, a record is not an
automatic bar to employment but is reviewed in relation to the job applied for., This position requires direct client/patient contact and as a result of such
direct contact, certain immunizations will be recommended and/or required prior to commencement of employment duties., Any position that requires an
advanced degree will be subject to education verification, This is a grant funded position, The Boston Public Health Commission is an EEO Employer and
all applicants meeting the minimum requirements are eligible to apply, The advertised shift and schedule are subject to change at the departments
discretion.

Union Status
Union
Grade
H1
Pay Range
20.27 per hour
Shift
3pm to11pm; Wednesday-Sunday    "
116,Overnight Residential Counselor,"Plymouth, MA",Feb  3,https://boston.craigslist.org/sob/npo/d/plymouth-overnight-residential-counselor/7068135075.html,"
compensation: Competitive, depends on experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Home for Little Wanderers, Southeast Campus, located in Plymouth is looking for Overnight Residential Counselors to make a difference in the lives of youth who have experienced trauma and/or who have significant emotional and behavioral challenges. Join a dynamic team of professionals implementing our trauma informed care model.

How You Will Be Making a Difference

Support youth in developing the skills they need to successfully transition home to families.
Teach age appropriate life skills, coping skills, and social skills through modeling, counseling, and other techniques.
Participate in groups and activities designed to enhance youth growth and development.
Participate in both on-site and off-site recreational/educational activities.
Maintain a safe and supportive environment.

Qualifications

1 year prior experience working with youth
HS diploma or equivalency, Bachelor's degree preferred
A passion for making a positive impact on the lives of kids

What The Home Can Offer You

In addition to the chance to make a lasting impact on the lives of the youth of Massachusetts, The Home for Little Wanderers offers competitive salaries and a comprehensive benefits package including:

Extensive training to new staff
Tuition Reimbursement
Health and Dental Insurance
403(b) Retirement Plan with employer match
Long-term Disability and Short-term Disability Insurance
Life Insurance
Generous Paid Time Off



TO APPLY PLEASE CLICK HERE"
117,Evening Residential Supervisor - $19/hour,"Walpole, MA",Feb  3,https://boston.craigslist.org/sob/npo/d/walpole-evening-residential-supervisor/7068131941.html,"
compensation: $19/hr

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Home for Little Wanderers, The Home in Walpole, a vocationally focused program, located in Walpole, MA is looking for a Residential Supervisor to make a difference in the lives of youth who have experienced trauma and/or who have significant emotional and behavioral challenges.

Join a dynamic team of professionals implementing our trauma informed care model.
The Residential Supervisor will work closely with Milieu/Program Director to ensure appropriate staffing coverage; hire, train, supervise, performance manage and evaluate direct care staff; mediate staff issues and employee conflicts; host team meetings for staff and provide training and weekly supervision.
The Home offers extensive training and support to all new staff and many opportunities for career and professional development.
Qualifications include prior experience working with youth, HS diploma or equivalency. Bachelor's degree preferred.
Starting hourly rate is $19.00 for supervisory candidates.
We offer excellent benefits, sign-on bonuses and generous paid time off.


TO APPLY PLEASE CLICK HERE"
118,Residential Counselor - Relief | The Home for Little Wanderers,"Plymouth, MA",Feb  3,https://boston.craigslist.org/sob/npo/d/plymouth-residential-counselor-relief/7068123889.html,"
compensation: Competitive, depends on experience

employment type: part-time

non-profit organization

","

QR Code Link to This Post


The Home for Little Wanderers, Southeast Campus, located in Plymouth, MA is located on a beautiful 53-acre property, currently looking for Evening/Weekend Residential Counselors on a Relief basis to make a difference in the lives of youth who have experienced trauma and/or who have significant emotional and behavioral challenges in a residential setting.

Our campus offers a unique recovery environment for youth, providing them with a respite from the challenging circumstances that have brought them into care, in a heavily wooded facility with a lake, walking trails, fields, a Project Adventure ropes course, and full gymnasium, utilizing evidence-based and trauma informed practices.  New employees receive training in behavior support, crisis management, trauma informed care, and best practices in social services.  We do this through a focus on positive and healthy relationships, including a core belief that youth need to feel cared for in order to make progress.  Staff learn to work in groups and run activities designed to enhance youth healthy growth and development. We encourage our staff to come up with new ideas for activities and routines and focus on a child-centered, team approach to care.

How You Will Be Making a Difference

Support youth in developing the skills they need to successfully transition home to families.
Teach age appropriate life skills, coping skills, and social skills through modeling, counseling, and other techniques.
Participate in groups and activities designed to enhance youth growth and development.
Participate in both on-site and off-site recreational/educational activities.
Maintain a safe and supportive environment.

Qualifications

1 year prior experience working with youth
HS diploma or equivalency, Bachelor's degree preferred
A passion for making a positive impact on the lives of kids



TO APPLY PLEASE CLICK HERE"
119,Executive Director Old North Foundation,Boston,Feb  2,https://boston.craigslist.org/gbs/npo/d/boston-executive-director-old-north/7067934135.html,"
compensation: Competitive compensation offered.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Old North Foundation (ONF) seeks a dynamic, visionary, and innovative leader to serve as its next Executive Director. Located in Boston’s Historic North End, Old North Foundation’s mission is to promote the visibility and preservation of the Old North Church’s historical role in the birth of our nation. ONF is a secular non-profit organization that promotes the values of freedom, liberty and civic engagement through the interpretation and preservation of Old North Church and Historic Site, an enduring symbol of American independence.

The Organization

The enduring fame of Old North began on the evening of April 18, 1775, when the church sexton Robert Newman and Vestryman Capt. John Pulling, Jr. climbed the steeple of Old North Church and held high two lanterns as a signal to Paul Revere that the British were marching to Lexington and Concord by sea across the Charles River and not by land. This fateful event ignited the American Revolution.  Old North Church is Boston’s oldest surviving church building and welcomes a quarter of a million visitors each year as one of the Freedom Trail’s most visited historical sites. The Old North Church & Historic Site also include:
•	The 1715 Clough House, one of Boston’s oldest surviving brick residences, houses the historic chocolate program at Old North Church & Historic Site.
•	A chapel built in 1918 for Italian immigrants, which now serves as the Old North Gift Shop.
•	Three large courtyards, two formal gardens, and a war memorial to soldiers fallen in Iraq and Afghanistan.
•	Two adjoining townhouses converted into use for administrative, educational, social, civic, and parish programs.
ONF was established in 1991 as a 501(c)(3) nonprofit organization independent of Christ Church in the City of Boston. In January 2004, all operational responsibility for historic site operations and for interpretative, educational, and preservation programs were transferred from Christ Church to the Foundation. Christ Church is an active Episcopal Church and partners with Old North Foundation to support the site. ONF works daily to:
•	Manage the utilization and preservation of the Old North, its buildings and campus.  Its archive is maintained in partnership with the Massachusetts Historical Society.
•	Foster educational and interpretative programs for students and visitors.
•	Engage the public in the Old North’s history and its role in inspiring liberty and freedom through visitation, exhibits in its rotating gallery space, discussion groups, a history blog, and active use of its website and social media.
•	Enhance interest in and exploration of the historic site through the accurate portrayal of the issues of the Colonial era, through a historical and contemporary lens.


The Position

The Executive Director reports to the Board of Directors and leads the development and implementation of initiatives and programs that broaden the visibility and support of Old North Church and its historical significance. The Executive Director is a relationship builder, an ambassador, and a fund raiser for Old North.  The Executive Director is responsible for the financial management, interpretation, preservation, maintenance and sustainability of the historic site as an educational resource to visitors and as an historical tourist destination. 

The successful candidate for this position will have a history of success with an organization leading fund development, fiscal management, staff leadership, acuity, and marketing and creative talents. S/he will bring professional experience to lead the organization through a fresh strategic planning process that will set the stage for ONF for years to come.

Qualifications Needed

•	Ability to serve as the public spokesperson and collaborate with local historical sites/organizations to enhance local and national interest in Old North Church, the Boston Freedom Trail, Boston tourism and history more broadly.
•	Proven fundraising leadership record for campaigns and capital projects.  Must be comfortable sharing the Old North story and building a robust development effort for the organization.
•	Experience with all facets of fund development for operations, programs, and capital projects from a wide variety of public, corporate, and individual sources.
•	Demonstrated record as an effective manager and team builder with experience hiring, promoting, and managing a talented professional staff and cohort of committed volunteers.
•	  Experience working with an active and engaged Board of Directors. Ability to assist in the selection, evaluation, and orientation of new Board members.
•	Oversight of annual and multiyear budgets. Ability to work in partnership with the Board to develop, review, and update the organization’s strategic plan and associated revenue streams.
•	Capacity to serve as a bridge builder and partner with Christ Church in the City of Boston, and with community organizations, to communicate the site’s vision and values for students, local businesses and community leaders, visitors, historians, and anthropologists.

Characteristics Desired

•	A passion and enthusiasm for US history.
•	Enthusiastic and skilled cultivator and steward of prospect and donor relationships.
•	Embraces change, takes initiative and shapes organizational direction.
•	Superior organizational and interpersonal skills including ability to work cooperatively with Board members, donors, staff, partners, and volunteers.
•	Excellent communication skills including public speaking, writing, persuasion and negotiation.
•	Bachelors/Master’s degree and/or relevant leadership experience.

"
120,Direct Support Professional,Gloucester,Jan 31,https://boston.craigslist.org/nos/npo/d/gloucester-direct-support-professional/7066712278.html,"
compensation: $14.50-$15 per hour

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


The Northeast Arc is a premier provider of services that help people with disabilities become full participants in the community; choosing for themselves how to live, learn, work, socialize and play. We were founded in 1954 by courageous and determined parents who wanted to ensure that their children and others with disabilities will always have every opportunity to thrive in the community. Come join one of Massachusetts' most established, innovative, and passionate organizations.

We are currently looking for Direct Support Professionals (DSP) to work in our residential programs located in Gloucester & Magnolia! 

FT, PT, and Per Diem positions are available! 

Primary Responsibilities:

Work directly with individuals with intellectual disabilities to teach, support, and to facilitate choices for people in their homes and within their communities.
Maintain the safety and security of the group home during overnight hours.
Must be comfortable with providing total personal care and providing other daily living skill supports as needed.
Provide hands-on support at the home, including individualized supports in transferring, bathing and grooming, and following specific dining protocols and treatments.
Complete ISP documentation, incident reporting and other necessary documentation in accordance with Northeast Policies and Procedures and funding Regulations.
Demonstrate and implement knowledge of Northeast Arc Policy and Procedures, including Code of Conduct and Residential Division Standards as well as funding source regulations. Follow emergency procedures and on call beeper systems.
Document accurately and thoroughly including in Inter-team Communication Logs, Health Records, Daily Data Books and Fire Drill Logs as outlined in Northeast Arc Policy and Procedures.
Ensure that the human, civil and legal rights of all individuals are protected. Follow DPPC and mandated reporting guidelines. Teach and promote dignity and reasonable risk with individuals.
Facilitate meaningful community experiences for each individual that fosters skill acquisition, relationship building and independence.

Requirements:

Passion to work for a mission based organization.
Must be reliable and dependable.
Experience with individuals with intellectual/developmental disabilities, a plus, but not necessary.
Valid driver's license.
HS Diploma or GED.
Obtain and maintain certification in CPR, First Aid, and medication administration.
Bilingual/Bicultural candidates encouraged to apply



TO APPLY: https://ne-arc.applicantstack.com/x/apply/a2vmsjo5g0bl
"
121,Part-time Recycling Truck Helper,Somerville,Jan 31,https://boston.craigslist.org/gbs/npo/d/cambridge-part-time-recycling-truck/7066665139.html,"
compensation: $16/hour

employment type: part-time

non-profit organization

","

QR Code Link to This Post


Earthworm, Inc. is a nonprofit recycling company that collects and recycles office waste (cardboard, electronics, bottles/cans) from businesses in the Boston area. We are a small, hardworking, and friendly workplace.

We are looking for someone available to work one, two, or three days per week (possible days: Mon-Thurs) as a recycling assistant on our trucks. It would be 6-8 hours per day, and pay is $16/hour (with pro-rated benefits). 

Minimum requirements:
Friendly, comfortable interacting with customers, able to do physical work and lift 50 lbs.

If interested, please respond with your resume and a paragraph about why you are interested and qualified for the position.
"
122,Associate Director of Individual Support Services,Haverhill (Merrimack Valley),Jan 31,https://boston.craigslist.org/nwb/npo/d/haverhill-associate-director-of/7066562155.html,"
compensation: Very competitive and great benefits

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Fidelity House CRC is a nonprofit organization committed to supporting people with developmental disabilities and their families. We are proud to offer 26 community residences throughout the Merrimack Valley area along with specialized services across 68 cities and towns in Northeastern Massachusetts.

Our goal is to help children, teens and adults with disabilities such as Autism and Down Syndrome to achieve the richest and fullest lives possible. Over the years, our direct service professionals, nurses, case managers, and administrators have developed a culture of care and compassion. We are actively seeking job candidates who are committed to our mission.

This role will assist ISS Director in providing leadership to the ISS team. Ensure that the contractual agreements are met and that quality services are provided to individuals served.

KEY ACTIVITIES:

Assist with orientation, training, and quality monitoring of ISS Case Managers
In conjunction with ISS Director, ensure payroll, billing, HCSIS documentation, and other Case Manager documentation is accurate and in line with contract utilization metrics


Key Responsibilities: 
1. This position will assist ISS Director, Clinical Director, and ISS Nurse in ensuring medical and clinical needs are adequately addressed in a timely manner (including oversight of all medical appointments and follow-up)
2. Assume oversight of ISS department and subsequent needs in absence of ISS Director
3. Assume case coverage as needed and as assigned by the ISS Director
4. Assist ISS Director in ensuring service provision and implementation of service plan goals for persons served (including review of documentation and onsite observation of Case Managers).
5. Attend meetings related to ISS service provision (i.e. ISPs, Case conferences, etc.)

Requirements: 
Bachelor’s degree in Human Services or field related to agency services.
Minimum of five years of experience with individuals I/DD, TBI/ABI, and Mental Health Diagnoses
2 years of supervisory and administrative experience in field
The ability to use FHCRC/HCSIS software programs and smart phone technology
Driver’s license with a minimum of one year of driving experience
Bilingual preferred (English, Spanish)
Share weekend on-call component with ISS Director (evenings/weekends for emergencies)
Local travel within the Merrimack Valley/Lowell area required
Regular and predictable attendance is required

To Apply: Please apply to our career portal at www.fidelityhhs.org/careers

We are an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, national origin, disability status, protected veteran status or any other characteristic protected by law.    "
123,Outreach Advocate - Per Diem,Boston,Jan 31,https://boston.craigslist.org/gbs/npo/d/boston-outreach-advocate-per-diem/7066544512.html,"
compensation: tbd

employment type: part-time

non-profit organization

","

QR Code Link to This Post




Recognized by the Boston Globe as one of the Top Places To Work, Bay Cove Human Services is a private, not-for-profit corporation that provides a wide variety of services to individuals and their families who face the life-long challenges of developmental disabilities, aging, mental illness and drug and alcohol addiction. We have a wide variety of programs available to our clients including residential services, employment support, and day habilitation programs. Bay Cove's 2,000 highly trained employees serve more than 20,000 individuals and their families each year at more than 160 different program sites throughout Greater Boston and southeastern Massachusetts. 


To find out more about Bay Cove and gain access to all of our current openings, click the banner above. 


Outreach Advocate- Per Diem




Requisition #7790
Outreach Advocate- Per Diem (First Step Street Outreach, Cambridge)
Schedule: Per Diem
Salary: $15.06/hour




Responsibilities:

Establish and maintain professional relationship with clients in the catchment area.Meet clients ""where they are at"" both geographically (e.g.on a park-bench,in a train station, on the street, etc.) and personally(e.g., intoxicated or sober).Establish and maintain professional relationships with other service providers, local businesses, and concerned citizens in at least the catchment area.Thorough awareness of substance abuse, HIV/AIDS, and homeless resources(e.g., shelter and housing services, drop-in center, clinics, detox and other health care programs, prevention programs, etc.).Connect clients with desired programs through direct referrals (e.g., calling a detox, confirming a bed, and transporting clients to the detox) and indirect referrals (e.g., pass along information about particular programs).Brief substance abuse counseling and all necessary case management activities.Completing all required paperwork (e.g., daily logs, intake forms, HMIS data entry, reporting, and PEMS).Proper care of CASPAR property(e.g., vehicles, computers, phones).Other outreach and prevention programs duties as assigned by the Program Director.

Qualifications:

High school Diploma or equivalent certification.Minimum two years of direct care experience with a homeless, mentally ill, and/or actively addicted population.Understanding of addiction and mental illness.Minimum of two years of continuous sobriety if recovering.
Driving License Required? Yes



Benefits:

Excellent benefits package including health and dental insurance, 403(b) retirement plan, tuition reimbursement/remission, paid vacation & holidays, sick time pay, and employee referral bonuses.



TO APPLY:

Apply online by going to https://www.baycove/org/apply/index.cfm?pid=7790.


Bay Cove Human Services, 66 Canal Street, Boston, MA 02114 


Bay Cove is an Equal Opportunity/Affirmative Action Employer
"
124,ENVIRONMENTAL CAMPAIGN JOBS ♢ APPLY BY 2/3 ♢ Avg pay $510-780/w,Boston,Jan 31,https://boston.craigslist.org/gbs/npo/d/boston-environmental-campaign-jobs/7066487944.html,"
compensation: $12.75-18/hr

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post











"
125,Communications Coordinator,boston: boston/cambridge/brookline,Jan 31,https://boston.craigslist.org/gbs/npo/d/boston-communications-coordinator/7066476259.html,N/A,"

QR Code Link to This Post


Our client, a nonprofit in Boston, is seeking a Temporary to Hire Communications Coordinator to join their team. In this role, the candidate will provide logistical, organizational and administrative support for communications, including preparation of invitations, newsletters and other important communications devices, create dashboards and manage metrics for constituency outreach activities, provide administrative support to the regional director, as needed and maintain correspondence, documentation files, including financial reports, relating to regional office projects and programs. This role pays $15 an hour and can pay up to 38k once permanent.Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Find Us on Facebook!Follow Us on Twitter!Company Profile:Founded by industry leaders to set a new standard in search, career placement and flexible staffing, we deliver coordinated staffing solutions with unparalleled service, a commitment to project completion and success and a passion for innovation, creativity and continuous improvement.Our niche brands provide direct hire, executive search, temporary staffing, contract consulting and temp/contract-to-hire solutions to emerging growth companies and the Fortune 500 across market sectors, career specialties/disciplines and industries.  Over time, office locations, specialty practice areas and service offerings will be added to address ever changing constituent needs.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future (TM)
"
126,Awake Overnights-Teen Living/Parenting-Melrose,Melrose,Jan 30,https://boston.craigslist.org/nos/npo/d/melrose-awake-overnights-teen-living/7065968450.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

","

QR Code Link to This Post


Awake Overnight Opportunities - Teen Living/Parenting Program

Full-Time & Part-Time Shifts:  Chelsea&Melrose (Female Candidates)

Teen Living/Parenting Program Family Advocate:
The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Seventy five percent of the TLP position includes documentation of meetings, goals, assessments, plans, intakes and any other necessary information. Each TLP employee will directly manage a case load of not more than four resident families. The TLP employee will also be responsible, either as part of the team or while alone on shift, for the safety of all residents and the facility, with requirements of reporting concerns to the necessary parties.

Essential Job Functions:
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions.
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed.
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources.
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift.
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups.

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a

To learn more about Centerboard, please visit www.centerboard.org    "
127,"Teen Parenting Program Spanish Speaking- Chelsea, Lynn, Melrose MA",Melrose,Jan 30,https://boston.craigslist.org/gbs/npo/d/melrose-teen-parenting-program-spanish/7065961988.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

","

QR Code Link to This Post


Lynn, MA - Teen Living/Parenting Program Family Advocate Opportunity
Chelsea, MA- Teen Living/Parenting Program Family Advocate Opportunity
Melrose, MA- Teen Living/ Parenting Program Family Advocate Opportunity

Full-Time and Part-Time Opportunities Available - Weekend, Evening, Flexible Scheduling (Female Candidates)

Teen Living/Parenting Program Family Advocate:
The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Seventy five percent of the TLP position includes documentation of meetings, goals, assessments, plans, intakes and any other necessary information. Each TLP employee will directly manage a case load of not more than four resident families. The TLP employee will also be responsible, either as part of the team or while alone on shift, for the safety of all residents and the facility, with requirements of reporting concerns to the necessary parties.

Essential Job Functions: 
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions. 
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed. 
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources. 
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift. 
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups. 

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below. 

https://workforcenow.adp.com/jobs/apply/posting.html?client=cboard#

To learn more about Centerboard, please visit www.centerboard.org    "
