,Name,Link,Category,Description
374, Sherpa Romeo API,https://www.programmableweb.com/api/sherpa-romeo,Reference, Sherpa provides open-access institutional research repositories for universities. The Sherpa Romeo API provides access to publishers' copyright and archiving policies. This service is maintained with...
375, Wordsfinder Keywords Extractor API,https://www.programmableweb.com/api/wordsfinder-keywords-extractor,SEO, The WordsFinder Term Extraction API extracts search engine friendly keywords. The Keyword Extraction API is truly international. It applies an intelligent weighting systems to HTML elements and other...
376, Paymo API,https://www.programmableweb.com/api/paymo,Enterprise," Paymo provides detailed reports on clients, projects and employees and records internal time tracking across multiple projects and multiple team members. The Paymo API provides access to all Paymo..."
377, user-agent-string API,https://www.programmableweb.com/api/user-agent-string,N/A," The user-agent-string service was developed for analysis. Our analysis gives you information on client SW type (browser, webcrawler, anonymizer etc.), which OS is used by the client and moreover a..."
378, Gigulate API,https://www.programmableweb.com/api/gigulate,Music," Gigulate provides information about music news, blogs, and upcoming gigs. Gigulate also charts artist popularity across the web. Using the API, Gigulate's listings are all available for you to build..."
379, PlayPhone API,https://www.programmableweb.com/api/playphone,Music," PlayPhone provides personalization and entertainment content to mobile consumers in the form of ringtones, and mobile games. The PlayPhone API, updated weekly, gives you access to mobile download..."
380, Hexillion Whois API,https://www.programmableweb.com/api/hexillion-whois,Tools," The Hexillion Whois API provides a single, consistent, programmable interface to the Whois system. It automatically queries the correct Whois server, breaks the Whois record details out into separate..."
381, ThemeForest API,https://www.programmableweb.com/api/themeforest,Content Management," ThemeForest is a marketplace for buying and selling website templates and CMS themes for all sorts of products, like WordPress, Drupal and Joomla. Files are priced based on the complexity, quality..."
382, Wazap! API,https://www.programmableweb.com/api/wazap,Games," Wazap! is a Japanese gaming information site. With its API, you can access cheats, game reviews, questions and answers about all games released in Japan. Wazz! Is a game portal that allows you to..."
383, WebEquity API,https://www.programmableweb.com/api/webequity,Financial," The WebEquity Web Services Integration allows for simplified and direct integration between the WebEquity infrastructure and other systems such as core banking systems, CRM solutions, credit..."
384, DreamHost API,https://www.programmableweb.com/api/dreamhost,Hosting," DreamHost is a web hosting provider and domain-name registrar. The DreamHost API provides access to the site's mailing list functionality: add/remove subscribers, make an announcement, get usage."
385, WebTrends Data Extraction API,https://www.programmableweb.com/api/webtrends-data-extraction,Analytics," WebTrends is an organization providing digital marketing solutions for companies looking to expand their Web presence in the social and mobile arenas, as well as on the Web. Their platform focuses on..."
386, Invoice Machine API,https://www.programmableweb.com/api/invoice-machine,Financial," The Invoice Machine API makes it possible for you to send, receive and remove data from your account via HTTP POST calls. There are many situations where this could be useful. Let's say you run an..."
387, SpinVox API,https://www.programmableweb.com/api/spinvox,Tools," SpinVox captures spoken messages and cleverly converts them into text. This speech to text service then delivers your message to your choice of an inbox, blog, wall, or space."
388, New York Times Real Estate API,https://www.programmableweb.com/api/new-york-times-real-estate,Real Estate," With the New York Times Real Estate API, you can get percentiles and counts for real estate listings and sales in New York City. The API offers aggregate data divided into two sets: listings and..."
389, chartbeat API,https://www.programmableweb.com/api/chartbeat,Analytics, chartbeat.com allows full access to all real-time and historical analytics data that it receives from your domain. We expose this data through a series of calls that return JSON. chartbeat.com...
390, ContractPal API,https://www.programmableweb.com/api/contractpal,Enterprise," ContractPal empowers web developers to quickly design, develop, and deploy contract-oriented web applications. ContractPal makes it easy: no hardware to buy, no software to license and configure, and..."
391, Snipt API,https://www.programmableweb.com/api/snipt,Tools, Snipt is a tool for developers and non developers alike. It allows you to post long pieces of text or code (Snipts) and share them with people using convenient short URLs.
392, FRED API,https://www.programmableweb.com/api/fred,Government, The FRED API is a web service that allows developers to write programs and build applications that retrieve economic data from the FRED and ALFRED websites hosted by the Economic Research Division of...
393, YOYOIndia API,https://www.programmableweb.com/api/yoyoindia,Social," YOYOIndia is the first major social networking site dedicated for everything India built from ground up to present and bring together people based on their interests, geography and offering open API..."
394, Toggl API,https://www.programmableweb.com/api/toggl,Personal Information Management, Toggl is an online time tracking tool for freelancers and teams. Toggl provides you the most basic features needed for fast and effective time management. Toggl has desktop widgets and an iGoogle...
395, Shoeboxed API,https://www.programmableweb.com/api/shoeboxed,Enterprise," Shoeboxed lets users scan their receipts so that they have all the data needed for taxes, bookkeeping, and expense reports, and now scanning business cards for easy contact management.
With the API..."
396, Eviscape API,https://www.programmableweb.com/api/eviscape,Social," Eviscape is a social network communication platform: Discover, Publish, Connect, all based on Evis. An Evi can be a short message or full page posting to be shared with others."
397, Wordsfinder Search Traffic Estimator API,https://www.programmableweb.com/api/wordsfinder-search-traffic-estimator,Search," Wordsfinder Search Traffic Estimator returns traffic estimations for a give keywords or phase. The tool offers monthly regional search volumes by market for Google, Yahoo, MSN and Ask."
398, Mozenda API,https://www.programmableweb.com/api/mozenda,Tools," The concept of More-Zenful-Data describes the better way in which people can acquire, utilize, and share all types of data through the Mozenda system. Using the Mozenda Web Services Rest API,..."
399, DaoPay API,https://www.programmableweb.com/api/daopay,eCommerce," Daopay enables global payments, charged to the phone bill. Supports payments from mobile and landline phones and by SMS and works in over 200 countries. Our API sends you HTTP Notifications; we call..."
400, F My Life API,https://www.programmableweb.com/api/f-my-life,Blogging, The fmylife.com site is a recollection of everyday anecdotes likely to happen to anyone. They are published on the site and written exclusively by our users. This site is a place to let it all out...
401, XigniteNASDAQLastSale API,https://www.programmableweb.com/api/xignitenasdaqlastsale,Financial," Provides real-time NASDAQ Last Sale stock prices and trade data for US-listed stocks. Use the API to obtain last sale, open, high, low, and close information. Also you can create completely..."
402, XigniteLogos API,https://www.programmableweb.com/api/xignitelogos,Financial," This web service provides company logos for around 70% of companies listed on NASDAQ, NYSE, and AMEX."
403, Xignite Index Components API,https://www.programmableweb.com/api/xignite-index-components,Financial," You can use XigniteIndexComponents to get the list of securities and weightings that comprise the stock indices. Also known as index constituents, index composition, or index memberships, index..."
404, Xignite BATSLastSale API,https://www.programmableweb.com/api/xignite-batslastsale,Financial," This web service provides real-time BATS Exchange Last Sale stock prices and trade data for US-listed stocks traded on NASDAQ, NYSE, AMEX and OTC exchanges."
405, Iron Money API,https://www.programmableweb.com/api/iron-money,Financial, Iron Money is a personal finance application that helps you keep track of your money across all your accounts. Your accounts on Iron Money contain all of your transactions in real life. You can keep...
406, Orion&#039;s Belt API,https://www.programmableweb.com/api/orions-belt,Games," The Orion's Belt API allows developers to build custom aplications on top of the game. You can create custom battle calculatores, custom universe maps, battle bots using AI, battle clients, etc."
407, Deutsche Telekom Global SMS API,https://www.programmableweb.com/api/deutsche-telekom-global-sms,Messaging," Our Global SMS API enables easy sending of text messages to all German networks and worldwide.
Non-binding, simple and fast. No contract commitment, monthly charges and minimum revenue.
Sending..."
408, Deutsche Telekom Voice Call API,https://www.programmableweb.com/api/deutsche-telekom-voice-call,Telephony," Via a simple web service call, Voice Call connects any two phone numbers from the fixed and mobile communications network.
Non-binding, simple and fast. No contract commitment, monthly charges and..."
409, Vindicia API,https://www.programmableweb.com/api/vindicia,Financial, Vindicia CashBox lets merchants improve customer retention and maximize profit by enabling rapid implementation of best of breed recurring billing capabilities.
410, Zuora SOAP API,https://www.programmableweb.com/api/zuora-soap,Subscriptions," Zuora is the leader in subscription billing and recurring payments. Our Z-Billing and Z-Payments products make it fast and easy to launch new products, scale operations, and automate recurring..."
411, Nimbb API,https://www.programmableweb.com/api/nimbb,Video," With Nimbb, visitors can record videos using their webcam. They can then play videos in a light-weight Flash player with streaming technology."
412, MoneyBird API,https://www.programmableweb.com/api/moneybird,Enterprise," MoneyBird is an online service providing fast and easy billing. You can create, manage and send invoices, but also manage your contacts, send recurring invoices and manage your expenses. PayPal..."
413, SlideSix API,https://www.programmableweb.com/api/slidesix,Office, SlideSix is multimedia enabled presentation sharing. The service lets users to create a unique import presentation material and personalize their message by narrating each slide with video or audio....
414, Vuzit API,https://www.programmableweb.com/api/vuzit,Office," The Web Service API allows developers to interact securely with their Vuzit account. You can easily upload, remove, and retrieve attributes about Vuzit documents."
415, CalorieKing API,https://www.programmableweb.com/api/calorieking,Reference," This API allows you access to CalorieKings database. Your applications can search and access nutrient information for individual foods. It returns data on energy used, saturated fat, trans Fat,..."
416, Unified Software AddressVal API,https://www.programmableweb.com/api/unified-software-addressval,Tools," Unified Software's AddressVal API allows users to provide a partial address, and returns one or more addresses from the Royal Mail Postcode Address File. If AddressVal can find an exact match, a..."
417, DataFeedFile.com API,https://www.programmableweb.com/api/datafeedfilecom,eCommerce, DataFeedFile.com (DFF) gathers data feed files from thousands of Online Stores (merchants) to categorize and process data feed files to create a usable and searchable database. DFF's main focus is to...
418, DataFeedFile.com XML API,https://www.programmableweb.com/api/datafeedfilecom-xml,eCommerce," DataFeedFile.com (DFF) gathers data feed files from thousands of Online Stores (merchants), we categorize and process data feed files to create a usable and searchable database. DFF's main focus is..."
419, M/DB API,https://www.programmableweb.com/api/mdb,Database," M/DB is a plug-compatible alternative to the Amazon SimpleDB. Outwardly, it behaves identically to SimpleDB, being accessed through the same REST APIs and returning identical responses. The only..."
420, Footprints API,https://www.programmableweb.com/api/footprints,Social, The Footprints Network is an alliance of online e-commerce companies making a difference with a solution that supports sustainable poverty alleviation community programs. The Footprints technology is...
421, XigniteSecurity API,https://www.programmableweb.com/api/xignitesecurity-0,Financial," This web service provides securities master information for companies listed on U.S. stock exchanges. You can use XigniteSecurity to lookup and validate the names, ticker symbols, CUSIPs, CIKs,..."
422, Snooth API,https://www.programmableweb.com/api/snooth,Recommendations, Snooth is a growing online community of wine lovers. The Snooth API allows access to the extensive database of wines hosted by Snooth. Snooth users can rate wines and get recommendations based on...
423, Catsone API,https://www.programmableweb.com/api/catsone,Jobs, CATS is a web-based applicant tracking system used to track and manage candidates as they go through the hiring process.
424, GOP.gov API,https://www.programmableweb.com/api/gopgov,Government," The GOP.gov API aims to ""deliver a more open Congress to the people of the United States by facilitating the transmission of information that can be distributed in real time, across any network, to..."
425, Mydeo Media Manager API,https://www.programmableweb.com/api/mydeo-media-manager,Video," The m3 API accesses the Mydeo media manager. You can upload video and other media, collect viewer statistics and deliver your files over a global CDN. Mydeo facilitates content tagging and integrated..."
426, Fupa Games API,https://www.programmableweb.com/api/fupa-games,Games," This API allows users to incorporate Fupa games into their site. Content is then displayed dynamically on the specified site. The games can be displayed either on a prefabricated site made by Fupa,..."
427, ViaPost API,https://www.programmableweb.com/api/viapost-0,Other, This API allows users to send physical post directly from their computer to any address in the UK. The electronic document to be mailed is printed at a location close to where it needs to go for...
428, mSense API,https://www.programmableweb.com/api/msense,Metadata," The mSense API provides tools that let you analyze each content item in a site, produce well-tuned metadata, and then annotate content as it flows through the system. Content can be viewed by..."
429, Comic Vine API,https://www.programmableweb.com/api/comic-vine,Other," This API lets you access and search Comic Vine's listing of comic books, characters, creators and publishers. The API follows the organization that Comic Vine users are accustomed to, with categories..."
430, Giant Bomb API,https://www.programmableweb.com/api/giant-bomb,Games," Giant Bomb is the world's largest editable video game database. The Giant Bomb API lets you access and search across the site's database of video games, characters, creators and companies."
431, Spot2be API,https://www.programmableweb.com/api/spot2be,Social," The Spot2.be API and service tries to solve the location, addresses, maps and directions hassle by combining all important data it all in one simple tiny link. A spot is a mapped location accessed by..."
432, MashSpots API,https://www.programmableweb.com/api/mashspots,Search, MashSpots.com is a free service for local search. Click on any location on the map to get the four closest spots of the searched item. The Mashspots API lets you integrate into your website to help...
433, Co-op API,https://www.programmableweb.com/api/co-op,Project Management," Use the Co-op API to access your Co-op data. You can view statuses, review history by day or user, show groups for a user, view a group's agenda, view recent statuses for a user and group, invite..."
434, XigniteGlobalMaster API,https://www.programmableweb.com/api/xigniteglobalmaster,Financial," This API offers security master data for a wide range of exchange-traded instruments including equities, exchange traded funds (ETFs), depository receipts, derivatives, bonds, money market funds, U.S..."
435, XigniteGlobalIndices API,https://www.programmableweb.com/api/xigniteglobalindices,Financial," This API offers delayed index values for more than 10,000 U.S. and global market indices, including the popular index families such as Dow Jones, S..."
436, XigniteInsider API,https://www.programmableweb.com/api/xigniteinsider,Financial," This API provides real-time data for corporate insider transactions filed with the SEC for U.S. public companies. The US SEC requires corporate insiders, meaning a company's officers and directors,..."
437, XigniteGlobalExchanges API,https://www.programmableweb.com/api/xigniteglobalexchanges,Financial," This API offers holiday schedule and operating hours for securities exchanges around the world. XigniteExchanges provides stock market trading hours and data on exchange holidays, trading days,..."
438, XigniteCompensation API,https://www.programmableweb.com/api/xignitecompensation,Financial," The XigniteCompensation API lets you access director and officer compensation of more than 6,000 U.S. companies. You can find salaries, cash compensation, option grants and more."
439, XigniteVWAP API,https://www.programmableweb.com/api/xignitevwap,Financial," This API offers real-time, intraday and historical VWAP (Volume-Weighted Average Price) data for US equities. VWAP is a method of pricing transactions and is used as a benchmark to measure the..."
440, Comindwork API,https://www.programmableweb.com/api/comindwork,Project Management," Use the Comindwork API to create your own applications that use Comindwork data. Comindwork offers online project management, collaboration and knowledge management software. The Comindwork API was..."
441, XigniteHoldings API,https://www.programmableweb.com/api/xigniteholdings,Financial," The XigniteHoldings API gives you access to a complete list of institutional holders of a security as of a specific date. You can search by manager, historical holders and more."
442, XigniteReleases API,https://www.programmableweb.com/api/xignitereleases,Financial," The XigniteReleases API gives you real-time company news, including press releases, industry news, earnings and dividend announcements, mergers and acquisitions, stock analyst coverage and more...."
443, NEEScentral API,https://www.programmableweb.com/api/neescentral,Science," The NEESit API lets earthquake engineers organize and share their data, participate in experiments and more. Use methods to access all data in NEEScentral, including CRUD capabilities through the API..."
444, PaperHost API,https://www.programmableweb.com/api/paperhost,Enterprise," Use the PaperHost API to develop an integration between your app and the PaperHost online document imaging system archive. For example, use it to display a digital image of an invoice next to its..."
445, Boomloop API,https://www.programmableweb.com/api/boomloop,Events," Use the BoomLoop API to add events and coordinate social activities with your friends. You can use this API to create, manage and share calendar entries and events with other people. Boomloop is a..."
446, O-Maniac! API,https://www.programmableweb.com/api/o-maniac,URL Shortener, The O-Maniac! URL shortening service provides shortened URLs. The API allows you to both create shortened URLs and expand a shortened URL.
447, Octopart Electronics API,https://www.programmableweb.com/api/octopart-electronics,eCommerce, Use the Octopart Search API to query the Octopart database for parts. Octopart is a search engine for electronic parts. The Octopart Search API returns a JSON object with a response and also has an...
448, MyPW Authentication API,https://www.programmableweb.com/api/mypw-authentication,Security," Use the MyPW API to quickly integrate hardware-based authentication into your Internet-connected applications. MyPW is a service that authenticates MyPW Tokens. For example, use its auth anywhere..."
449, RapidPoints API,https://www.programmableweb.com/api/rapidpoints,Enterprise," The RapidPoints API enables third-party developers, such as point of sale system providers, to integrate RapidPoints functionality into their application. RapidPoints' main site helps small..."
450, RingCentral Fax API,https://www.programmableweb.com/api/ringcentral-fax,Fax," Use the RingCentral FaxOut API to pass fax data to RingCentral so that your fax can be sent. The response tells you whether the fax was accepted or not. In the request, you can include a recipient's..."
451, CarJam API,https://www.programmableweb.com/api/carjam,Reference," Use the CarJam API to submit a license plate, VIN, or other data and get vehicle facts, history, and checks for vehicles in New Zealand. CarJam is for the New Zealand market and helps motorists get..."
452, Hakia API,https://www.programmableweb.com/api/hakia,Search, Hakia is a semantic search engine. The API is currently in beta. In order to access the beta you must sign up for an account at http://club.hakia.com/
453, UMapper API,https://www.programmableweb.com/api/umapper,Mapping," UMapper allows users to create embeddable Flash maps. The API provides the tools to help integrate the various features into websites or apps. The basic features are offered for free, and developers..."
454, mecanbe API,https://www.programmableweb.com/api/mecanbe,Other," The mecanbe API lets you set goals and track their progress. With the API you can set start and end dates, set update frequency, track historical success rates and much more."
455, Mapy API,https://www.programmableweb.com/api/mapy,Mapping, Czech mapping API. Use Maps APIs to place maps you know from Mapy.com on your site .Documentation is in Czech.
456, TxtImpact API,https://www.programmableweb.com/api/txtimpact,Messaging, Use the TxtImpact API to send and receive messages from application to mobile phone users worldwide. Use the API to send and receive SMS messages directly from your apps or site and to receive SMS...
457, CakeMail API,https://www.programmableweb.com/api/cakemail,Email," The CakeMail API allows you to create and maintain an email marketing list. You can synchronize subscriber lists, automate email sending and more."
458, Qrimp API,https://www.programmableweb.com/api/qrimp,Tools, The Qrimp API allows you to retrieve data from your Qrimp app and display it in another website. Use the data programmatically elsewhere or enhance the functionality of an existing Qrimp app. The...
459, Songsterr API,https://www.programmableweb.com/api/songsterr,Music," The Songsterr API allows you to search, get and present songs and guitar tabs from the Songsterr database. You can search by artist or song."
460, Directi API,https://www.programmableweb.com/api/directi,Domains," The Directi.com service allows you to register, administer and resell domain names and hosting services. Account required for API technical details."
461, Contactology API,https://www.programmableweb.com/api/contactology,Email," Add the power of Contactology email marketing to your app or CRM with API calls to send transactional emails with custom content and check statistics for reader receipts, bounces, opens, click-..."
462, Vouchers.Im API,https://www.programmableweb.com/api/vouchersim,eCommerce," Use the Vouchers.Im API to access an open database of vouchers and discount codes for UK retailers. For example, when Pizza Express offers a deal, the API can return information, such as Pizza..."
463, SaasGrid API,https://www.programmableweb.com/api/saasgrid,Tools," Use the SaasGrid API to access a platform for developing your Web apps. Similarly to how an operating system abstracts intricacies away from the apps it hosts, SaaSGrid tries to abstract many..."
464, NeoSpeech API,https://www.programmableweb.com/api/neospeech,Tools," The NeoSpeech API allows you to convert text to speech (TTS). Use the TTS engine to produce natural-sounding speech audio in either a male or female voice. Supported audio formats are .pcm, .vox, ...."
465, SonicLiving Concerts API,https://www.programmableweb.com/api/sonicliving-concerts,Music, SonicLiving is a Beta API and can return dates for upcoming performances for artists. The SonicLivng API requires an API key and is available for both commercial and non-commercial use. The...
466, NextDB API,https://www.programmableweb.com/api/nextdb,Database," NextDB is a hosted database accessible from JavaScript. Unlike a traditional database, NextDB does not require installation. A NextDB account lets you can create as many databases as you like. Entire..."
467, HummingBytes Q&A API,https://www.programmableweb.com/api/hummingbytes-qa,Telephony, HummingBytes Q...
468, Copac API,https://www.programmableweb.com/api/copac,Search," The Copac SRU Interface allows you to search the collections of materials held in libraries throughout the UK. The API lets you search by title, source, publisher, subject and many more."
469, Indivo Health API,https://www.programmableweb.com/api/indivo-health,Medical," Use the IndivoHealth API to access an open platform for personally controlled health records. Use the IndivoHealth Java client API to read, add, or update a document, read document headers, create a..."
470, RateItAll API,https://www.programmableweb.com/api/rateitall,Recommendations," Use the RateItAll Consumer Rating API to add to your consumer reviews with some of the millions of consumer ratings in RateItAll's database, to collect and display ratings and reviews from your user..."
471, RatePubs API,https://www.programmableweb.com/api/ratepubs,Food," Use the RatePubs API to get two-way access to bar information, including reviews. Visitors to your site can get information or reviews, and they can then leave their own reviews."
472, Wipee List API,https://www.programmableweb.com/api/wipee-list,Project Management, Use the Wipee List API to extend Wipee List or build new apps that use Wipee List as a base. You have CRUD access to tasks in any user's list after you provide the username and password for that list...
473, VirWoX API,https://www.programmableweb.com/api/virwox,Financial," Use the VirWoX API to exchange virtual currencies (such as Linden Dollars of Second Life) for real money, or to read live market data. Access this Virtual World Exchange and use the VirWoX server for..."
474, OpenEco API,https://www.programmableweb.com/api/openeco,Other, The OpenEco API allows you to track your greenhouse gas production.
475, Encoding.com API,https://www.programmableweb.com/api/encodingcom,Video," Encoding.com lets you encode and transcode video on demand using an XML based web service. The API lets you specify output format, audio and video codecs, bit and sample rate and much more."
476, WebResizer API,https://www.programmableweb.com/api/webresizer,Photos, WebResizer is an image editor you can embed in your website.
477, Dooblet API,https://www.programmableweb.com/api/dooblet,Search," Use the Dooblet API to get two alternatives to anything that you submit. Dooblet's main site allows you to type in something and get an alternative for it. For example, type in car models, software..."
478, USC WebGIS Geocoder API,https://www.programmableweb.com/api/usc-webgis-geocoder,Mapping, Free geocoding API from the USC GIS Research Laboratory. The API will give you longitude and latitude GPS positioning results for addresses that you input.
479, Copyscape API,https://www.programmableweb.com/api/copyscape,Copyright," The Copyscape Premium API allows you to search the web for websites that have copied your content. You can search via inputted URL or text, and get XML and HTML responses. API access is only..."
480, YouPage API,https://www.programmableweb.com/api/youpage,eCommerce," Use the YouPage API to get all YouPage content for business, promotional sale, and event listings in XML or RDF/XML. Create widgets or gadgets that show business contact details and open hours...."
481, myExperiment API,https://www.programmableweb.com/api/myexperiment,Reference," Use the myExperiment API to view workflows that others have published, so that you do not need to reinvent a process. The myExperiment site is where scientists safely publish their workflows, sharing..."
482, ClickAider API,https://www.programmableweb.com/api/clickaider,Advertising, ClickAider is an analysis tool that helps publishers maximize revenues from Pay-Per-Click advertisements. The ClickAider API enables you to create your own applications using all data from your...
483, Surveygizmo API,https://www.programmableweb.com/api/surveygizmo,Surveys," The SurveyGizmo API is designed so that you can integrate survey features and campaign capabilities into your own applications (intranets, CMS, WordPress Blogs, etc) or create standalone applications..."
484, Charity Navigator API,https://www.programmableweb.com/api/charity-navigator,Other, The Charity Navigator Charity Search API is an interface that allows you to incorporate Charity Navigator search results directly into your own site. This service provides the ability to construct a...
485, MyFantasyLeague API,https://www.programmableweb.com/api/myfantasyleague,Sports," Use the MyFantasyLeague.com developers program to access raw XML or RSS data from MyFantasyLeague.com's fantasy football repository, which is for American NFL football. Get live scoring, player..."
486, PGiConnect API,https://www.programmableweb.com/api/pgiconnect,Messaging," Use the PGiConnect Email, Messaging, and Conferencing APIs to send voice, fax, email, and SMS messages using Premiere Global Services' PGiConnect APIs. Create a free account to view documentation for..."
487, Hoovers API,https://www.programmableweb.com/api/hoovers,Enterprise," Use the Hoover's API to create applications using Hoover's database of 60 million companies, 69 million people and First Research Industry information. You can stream reliable, on-demand information..."
488, SoundBite API,https://www.programmableweb.com/api/soundbite,Telephony," The SoundBite web services let organizations send automated voice, text, and email messages directly from any application, according to your own business rules. The standards-based API can be used..."
489, VMIX Media Platform API,https://www.programmableweb.com/api/vmix-media-platform,Video, VMIX provides a suite of RESTful APIs for interfacing with clients' video libraries. VMIX is the leading provider of video content management solutions. Their cloud-based Platform as a Service is...
490, JobCrank API,https://www.programmableweb.com/api/jobcrank,Jobs," Use the JobCrank API to integrate JobCrank data with your internal applications. You an query jobs, post jobs, and look for new matches. View jobs for hire, project bidding, and volunteer positions."
491, Tagga SMS API,https://www.programmableweb.com/api/tagga-sms,Messaging," The tagga API lets developers send SMS, create SMS subscriptions, SMS campaigns, and mobile web sites."
492, ResellerClub API,https://www.programmableweb.com/api/resellerclub,N/A, Use the ResellerClub API to allow your resellers and you to create your own site and control panels that integrate with the ResellerClub system. You can do nearly all the same things with the API...
493, OANDA FXTrade API,https://www.programmableweb.com/api/oanda-fxtrade,Financial," The OANDA FXTrade API allows developers to access OANDA's v20 trading engine. Users can get real-time currency rates for more than 90 currency pairs, monitor the forex market for changes, and access..."
494, WebMetrics API,https://www.programmableweb.com/api/webmetrics,Monitoring, The WebMetrics API gives you access to the web site and ecommerce monitoring services of WebMetrics. Access monitor history and alert data. Integrate with your own tools and services.
495, random.org API,https://www.programmableweb.com/api/randomorg,Random, Random.org is a true random number service that generates randomness via atmospheric noise. The random.org API gives you programmatic access to this service via
496, Bronto API,https://www.programmableweb.com/api/bronto,Email, Use the Bronto API for email marketing campaigns that integrate with Bronto. Bronto's main site is known for its reliability and proactive customer service and support.
497, burrp API,https://www.programmableweb.com/api/burrp,Search, Javascript API which allows users to include burrp's local search on their website/blog. This API powers a webpage with the burrp! local widget to perform AJAX searches on one of the burrp local...
498, Nuconomy API,https://www.programmableweb.com/api/nuconomy,Analytics," Use the NuConomy API to get website analytics, such as ad impressions, number of comments, ratings, postings, adding friends, media uploads, visitor geography, and video play time. Use the API to..."
499, GamerDNA Helix API,https://www.programmableweb.com/api/gamerdna-helix,Games," Use the GamerDNA Helix API to get information about a Warhammer character. To get the information returned to you, you provide the name of the character and the server. GamerDNA allows you to..."
500, bkkeepr API,https://www.programmableweb.com/api/bkkeepr,Social," Use the bkkeepr API to get a reader's reading data and get the reading data for a book. Some ideas for developer projects are to see who's reading similar things, locate most-read books, create..."
501, tunesBag API,https://www.programmableweb.com/api/tunesbag,Music," Use the tunesBag API to manipulate your tunesBag account, such as add items to a playlist, create a playlist, create a recommendation, get artist information, send an invitation, and more. The..."
502, TickSpot API,https://www.programmableweb.com/api/tickspot,Project Management," The TickSpot API for project and time management returns JSON formats, supports SSL, and authenticates with token Key. With the API, developers can retrieve lists of clients, projects, tasks, dates,..."
503, Dilogs API,https://www.programmableweb.com/api/dilogs,Sports," Use the Dilogs API to get your dives, post your dives, get events, get user profiles, and generally do things programmatically that you can do on the main site. Some methods do not require..."
504, VideoBloom API,https://www.programmableweb.com/api/videobloom,Video," The VideoBloom ""Integrator"" Application Programming Interface (API) allows your company to empower all members of your marketplace with online video capabilities. Members can easily add and remove..."
505, to.uri.st API,https://www.programmableweb.com/api/tourist,Travel," Use the to.uri.st API to access tourist information data from to.uri.st. to.uri.st is about finding those local attractions you never knew existed, we spider the Web for places to go the World over..."
506, AdSpeed API,https://www.programmableweb.com/api/adspeed,Advertising," Use the AdSpeed API to access your zones, ads, campaigns, and reports programmatically from AdSpeed, if you are an existing client, or there is also an option for Web developers to access the AdSpeed..."
507, SimpleDB API,https://www.programmableweb.com/api/simpledb,Storage," Use the Simple DB on AppEngine API to store data of your mashup (for example, your Javascript application). You send GET and POST requests to store and read your data. Your data is stored for at..."
508, Tweetburner API,https://www.programmableweb.com/api/tweetburner,Social," Tweetburner is the webservice that lets you shorten URLs, post them to Twitter and follow statistics about them. Use the Tweetburner API to communicate with the Tweetburner.com site. You can track..."
509, Wordpot API,https://www.programmableweb.com/api/wordpot,Advertising, The Wordpot.com API provides functions for generating keywords based on a search word or domain name. It will tell you the number of searches being done for a word on the Internet and provide...
510, FindMeOn API,https://www.programmableweb.com/api/findmeon,Social," Use the FindMeOn API to manage your identities across social networks, blogs, and more. Use the API to list user identities, list user contacts, get a newsfeed items from a global identity, get a..."
511, GoGrid API,https://www.programmableweb.com/api/gogrid,Cloud, Use the GoGrid API to do everything programmatically that you can do with the UI. GoGrid is a grid hosting platform where you get multi-tier Internet infrastructure on demand using a web control...
512, Seattle 2.0 API,https://www.programmableweb.com/api/seattle-20,Events, Use the Seattle 2.0 API to get upcoming events in Seattle. Seattle 2.0 was founded in 2007 to help tech entrepreneurs build great companies. It is different because it's written by doers. Seattle 2.0...
513, FreedomSpeaks API,https://www.programmableweb.com/api/freedomspeaks,Government," The FreedomSpeaks.com site is the first non-partisan online political social network, and you can now use the FreedomSpeaks API to tap into their database of over 10,000 public official profiles...."
514, Todoist Sync API,https://www.programmableweb.com/api/todoist-sync,Personal Information Management," Todoist is an online task manager that currently manage millions of todos for thousands of people. With Todoist, users can organize, schedule, maintain and prioritize personal tasks. The Todoist API..."
515, Ping the Semantic Web API,https://www.programmableweb.com/api/ping-semantic-web,Standards, Ping the Semantic Web is a repository for RDF documents. The API allows you to notify when you created/updated an RDF document on your web site. You can also import the list of recently created/...
516, PhoneGnome API,https://www.programmableweb.com/api/phonegnome,Telephony," PhoneGnome is a hardware-to-internet service that provides voice over IP service for any internet connection. The PhoneGnome API provides application access to the service, including configuring the..."
517, Walker Tracker API,https://www.programmableweb.com/api/walker-tracker,Sports," Walker Tracker is a site for pedometer enthusiasts to share their steps and compete for the highest counts. The API provides access to a user's steps, friends and groups so that the data can be re-..."
518, Dojo Learning API,https://www.programmableweb.com/api/dojo-learning,Enterprise," Use the Dojo Learning API to access lessons, users and other data on Dojo Learning, an elearning platform for companies and trainers to create, deliver, and sell training. The Dojo Learning service..."
519, LandGrab API,https://www.programmableweb.com/api/landgrab,Games," LandGrab is an easy-to-play game that connects friends, families, and complete strangers in amiable games of cut-throat world domination. You can create public or private games. The API provides..."
520, IZEARanks API,https://www.programmableweb.com/api/izearanks,Blogging," IZEARanks provides a blog ranking algorithm and a means to compare blogs. The service claims to use actual traffic, rather than estimates."
521, Mollom API,https://www.programmableweb.com/api/mollom,Security," Use the Mollom API to combat spam. Mollom is a quality-assessment and spam-filtering service for user-submitted website content, including comments and contact form messages. Currently supports the..."
